Distribuição dos casos de dengue  autóctones segundo o município de residência, por semana epidemiológica de início de sintomas, ESP, 2019.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;DRS;;GVE;;Região de Saúde;Município;SE 01;SE 02;SE 03;SE 04;SE 05;SE 06;SE 07;SE 08;SE 09;SE 10;SE 11;SE 12;SE 13;SE 14;SE 15;SE 16;SE 17;SE 18;SE 19;SE 20;SE 21;SE 22;SE 23;SE 24;SE 25;SE 26;SE 27;SE 28;SE 29;SE 30;SE 31;SE 32;SE 33;SE 34;SE 35;SE 36;SE 37;SE 38;SE 39;SE 40;SE 41;SE 42;SE 43;SE 44;SE 45;SE 46;SE 47;SE 48;SE 49;SE 50;SE 51;SE 52;Total
2;Araçatuba;XI;ARAÇATUBA;35022;LAGOS DO DRS II;353010 Mirandópolis;7;8;16;28;23;39;46;81;80;97;159;149;202;183;125;89;72;80;91;72;67;68;52;73;83;62;47;31;12;26;11;7;10;5;2;2;2;5;2;5;4;5;3;10;6;3;3;4;3;7;2;7;2276
11;Presidente Prudente;XXII;PRESIDENTE VENCESLAU;35115;PONTAL DO PARANAPANEMA;353020 Mirante do Paranapanema;0;0;0;0;6;3;5;12;4;8;8;2;0;8;12;13;16;6;4;1;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;113
15;São José do Rio Preto;XXIX;SÃO JOSÉ DO RIO PRETO;35155;SÃO JOSÉ DO RIO PRETO;353030 Mirassol;10;7;15;39;31;38;34;37;39;42;33;19;19;33;42;35;34;45;47;33;34;18;15;9;14;6;5;3;2;2;1;1;3;2;2;0;0;1;0;0;0;2;1;0;0;1;0;0;0;1;0;3;758
15;São José do Rio Preto;XXIX;SÃO JOSÉ DO RIO PRETO;35155;SÃO JOSÉ DO RIO PRETO;353040 Mirassolândia;1;3;1;12;18;9;5;31;31;21;16;8;6;3;2;1;0;1;2;12;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;187
14;São João da Boa Vista;XXVI;SÃO JOÃO DA BOA VISTA;35143;RIO PARDO;353050 Mococa;0;1;1;1;0;0;0;3;6;1;4;6;9;11;11;16;14;21;28;47;26;16;18;17;13;12;6;3;6;2;1;3;1;0;1;0;0;2;0;5;2;1;3;4;4;4;8;18;33;47;40;107;583
1;São Paulo;VIII;MOGI DAS CRUZES;35011;ALTO DO TIETÊ;353060 Moji das Cruzes;0;0;0;0;1;0;1;0;1;1;1;0;6;2;5;5;12;14;12;12;7;6;4;2;0;4;2;1;0;1;0;0;0;2;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;1;106
14;São João da Boa Vista;XXVI;SÃO JOÃO DA BOA VISTA;35141;BAIXA MOGIANA;353070 Moji-Guaçu;3;3;8;14;17;48;45;56;68;77;103;112;125;115;148;190;246;242;238;253;264;158;127;97;61;58;32;14;11;7;9;4;0;3;3;2;4;4;3;3;1;2;0;1;1;1;2;4;5;0;2;1;2995
14;São João da Boa Vista;XXVI;SÃO JOÃO DA BOA VISTA;35141;BAIXA MOGIANA;353080 Moji-Mirim;1;1;0;2;2;5;1;12;32;18;40;53;48;93;89;106;125;113;182;162;133;84;58;45;40;19;14;7;2;3;2;1;2;2;0;3;5;6;7;2;8;7;5;8;4;8;17;4;6;10;15;16;1628
10;Piracicaba;XX;PIRACICABA;35103;PIRACICABA;353090 Mombuca;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8
15;São José do Rio Preto;XXIX;SÃO JOSÉ DO RIO PRETO;35157;VOTUPORANGA;353100 Monções;4;2;4;6;0;4;3;3;0;0;3;6;2;2;7;7;8;8;7;6;6;1;2;4;0;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100
4;Baixada Santista;XXV;SANTOS;35041;BAIXADA SANTISTA;353110 Mongaguá;0;0;0;0;0;0;0;1;1;0;0;1;2;3;12;15;48;38;33;14;39;33;31;31;22;12;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;339
7;Campinas;XVII;CAMPINAS;35074;CIRCUITO DAS AGUAS;353120 Monte Alegre do Sul;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
13;Riberão Preto;XXIV;RIBEIRÃO PRETO;35131;HORIZONTE VERDE;353130 Monte Alto;2;1;3;7;6;7;7;20;11;14;27;26;34;37;63;74;64;70;80;44;11;7;4;3;2;0;1;0;2;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;632
15;São José do Rio Preto;XXIX;SÃO JOSÉ DO RIO PRETO;35156;JOSÉ BONIFÁCIO;353140 Monte Aprazível;1;2;3;12;17;16;33;41;23;31;42;53;77;66;85;93;79;108;63;64;50;33;15;17;12;6;4;2;3;2;0;0;1;2;0;1;0;0;0;0;0;0;0;0;6;8;3;8;6;4;1;1;1094
5;Barretos;XIV;BARRETOS;35052;SUL-BARRETOS;353150 Monte Azul Paulista;0;1;2;0;0;2;11;7;10;18;19;31;36;26;45;45;48;58;31;56;47;16;14;11;9;11;7;3;5;2;2;0;0;1;2;2;2;0;1;0;0;0;1;0;0;0;0;0;1;0;1;0;584
11;Presidente Prudente;XXII;PRESIDENTE VENCESLAU;35111;ALTA PAULISTA;353160 Monte Castelo;0;0;1;1;1;1;1;0;0;0;1;0;0;0;2;1;0;2;1;1;2;1;3;8;12;13;1;6;2;4;1;2;1;0;2;2;1;0;0;0;0;0;0;0;0;2;0;0;2;1;0;1;80
17;Taubaté;XXVII;SÃO JOSÉ DOS CAMPOS;35171;ALTO VALE DO PARAÍBA;353170 Monteiro Lobato;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7;Campinas;XVII;CAMPINAS;35072;REG METRO CAMPINAS;353180 Monte Mor;0;0;0;0;1;2;0;3;7;1;6;7;15;35;27;32;39;40;39;22;14;5;5;5;2;4;4;2;0;1;1;0;1;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;323
8;Franca;XVIII;FRANCA;35082;ALTA ANHANGUERA;353190 Morro Agudo;9;6;21;65;65;102;175;141;165;155;166;177;165;103;90;66;55;47;43;31;14;14;17;7;4;2;2;3;1;0;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1916
7;Campinas;XVII;CAMPINAS;35072;REG METRO CAMPINAS;353200 Morungaba;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
3;Araraquara;XII;ARARAQUARA;35031;CENTRAL DO DRS III;353205 Motuca;0;0;0;0;1;3;2;3;2;5;3;5;4;11;8;11;8;17;3;12;7;5;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;114
2;Araçatuba;XI;ARAÇATUBA;35022;LAGOS DO DRS II;353210 Murutinga do Sul;2;3;4;4;5;5;6;7;6;10;8;4;3;7;10;8;6;4;12;1;5;7;1;2;1;0;0;0;2;0;1;1;3;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;141
11;Presidente Prudente;XXI;PRESIDENTE PRUDENTE;35113;ALTO CAPIVARI;353215 Nantes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;4
11;Presidente Prudente;XXI;PRESIDENTE PRUDENTE;35112;ALTA SOROCABANA;353220 Narandiba;0;0;0;0;0;1;0;0;0;0;0;0;1;0;2;1;2;9;4;14;19;8;1;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;68
17;Taubaté;XXXIII;TAUBATÉ;35174;V. PARAÍBA-REG. SERRANA;353230 Natividade da Serra;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
7;Campinas;XVII;CAMPINAS;35071;BRAGANÇA;353240 Nazaré Paulista;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2
15;São José do Rio Preto;XXIX;SÃO JOSÉ DO RIO PRETO;35155;SÃO JOSÉ DO RIO PRETO;353250 Neves Paulista;3;2;9;9;20;25;35;19;20;41;42;63;41;44;39;40;32;38;26;25;14;24;10;11;6;11;2;5;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;660
15;São José do Rio Preto;XXIX;SÃO JOSÉ DO RIO PRETO;35157;VOTUPORANGA;353260 Nhandeara;1;1;1;2;4;0;3;4;1;8;6;16;13;6;10;11;15;15;16;16;12;8;2;14;6;7;6;1;1;1;1;1;0;5;1;0;0;0;0;0;0;0;0;3;1;0;0;1;0;3;0;1;224
15;São José do Rio Preto;XXIX;SÃO JOSÉ DO RIO PRETO;35156;JOSÉ BONIFÁCIO;353270 Nipoã;0;0;0;0;1;1;5;4;0;1;1;3;1;1;0;1;4;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25
15;São José do Rio Preto;XXIX;SÃO JOSÉ DO RIO PRETO;35155;SÃO JOSÉ DO RIO PRETO;353280 Nova Aliança;0;6;21;30;27;29;32;31;28;19;28;38;42;41;33;23;19;11;15;20;9;4;7;4;3;3;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;525
16;Sorocaba;XXXII;ITAPEVA;35162;ITAPEVA;353282 Nova Campina;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;São José do Rio Preto;XXX;JALES;35152;SANTA FÉ DO SUL;353284 Nova Canaã Paulista;0;0;0;0;0;0;1;0;0;1;1;2;1;0;1;0;0;3;0;0;3;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17
2;Araçatuba;XI;ARAÇATUBA;35021;CENTRAL DO DRS II;353286 Nova Castilho;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;5;2;1;1;0;0;0;0;0;3;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17
3;Araraquara;XII;ARARAQUARA;35032;CENTRO OESTE DO DRS III;353290 Nova Europa;1;0;0;1;0;2;6;15;9;17;28;27;37;34;31;22;35;23;31;26;14;11;3;1;4;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;386
15;São José do Rio Preto;XXIX;SÃO JOSÉ DO RIO PRETO;35155;SÃO JOSÉ DO RIO PRETO;353300 Nova Granada;0;0;0;1;0;0;3;10;3;5;12;20;28;24;27;34;27;67;30;23;11;7;22;5;8;15;6;4;1;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;1;0;398
11;Presidente Prudente;XXII;PRESIDENTE VENCESLAU;35111;ALTA PAULISTA;353310 Nova Guataporanga;0;0;0;0;2;0;0;1;0;2;2;0;0;2;1;0;0;2;0;2;1;0;1;0;3;3;0;1;2;4;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35
2;Araçatuba;XI;ARAÇATUBA;35022;LAGOS DO DRS II;353320 Nova Independência;7;7;5;23;8;6;3;3;3;2;3;1;4;1;12;5;9;10;4;11;6;7;5;8;4;3;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;164
15;São José do Rio Preto;XXIX;SÃO JOSÉ DO RIO PRETO;35151;CATANDUVA;353325 Novais;0;0;2;0;0;0;0;0;1;0;0;0;3;1;1;1;0;1;0;3;4;2;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;24
2;Araçatuba;XI;ARAÇATUBA;35021;CENTRAL DO DRS II;353330 Nova Luzitânia;0;0;0;0;0;0;0;1;0;1;0;0;0;0;3;0;1;6;0;1;1;3;7;4;4;5;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;41
7;Campinas;XVII;CAMPINAS;35072;REG METRO CAMPINAS;353340 Nova Odessa;0;1;0;0;3;1;2;8;4;7;10;21;49;68;136;119;129;149;139;94;38;43;47;30;21;26;15;3;2;2;2;2;0;1;1;1;1;0;0;1;0;0;0;0;1;0;0;0;0;1;1;1;1180
15;São José do Rio Preto;XXIX;SÃO JOSÉ DO RIO PRETO;35151;CATANDUVA;353350 Novo Horizonte;1;6;6;1;10;4;13;13;7;8;14;20;45;54;65;73;66;71;88;74;37;29;14;15;11;6;0;7;2;6;2;3;1;1;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;777
8;Franca;XVIII;FRANCA;35082;ALTA ANHANGUERA;353360 Nuporanga;1;3;1;6;12;20;37;24;12;12;12;10;6;1;2;3;0;2;1;0;1;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;169
9;Marília;XIX;MARÍLIA;35093;MARÍLIA;353370 Ocauçu;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9;Marília;XIII;ASSIS;35094;OURINHOS;353380 Óleo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5;Barretos;XIV;BARRETOS;35051;NORTE-BARRETOS;353390 Olímpia;1;2;6;6;9;29;39;43;35;59;91;141;180;227;347;373;358;332;363;291;193;97;69;47;61;37;17;19;5;0;0;0;1;2;0;0;1;2;1;0;0;0;0;1;0;0;0;0;0;1;1;0;3487
15;São José do Rio Preto;XXIX;SÃO JOSÉ DO RIO PRETO;35155;SÃO JOSÉ DO RIO PRETO;353400 Onda Verde;0;0;0;2;0;0;3;3;3;4;15;4;14;13;30;17;12;10;16;16;2;8;6;6;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;188
9;Marília;XIX;MARÍLIA;35093;MARÍLIA;353410 Oriente;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;2;4;14;2;4;4;3;5;7;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50
15;São José do Rio Preto;XXIX;SÃO JOSÉ DO RIO PRETO;35155;SÃO JOSÉ DO RIO PRETO;353420 Orindiúva;0;0;1;2;2;8;10;19;27;27;21;18;33;43;40;52;44;20;10;13;6;3;2;3;4;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;409
8;Franca;XVIII;FRANCA;35082;ALTA ANHANGUERA;353430 Orlândia;0;2;29;49;72;70;44;24;15;10;5;19;37;79;75;54;45;35;48;23;15;4;11;1;3;5;3;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;779
1;São Paulo;X;OSASCO;35014;ROTA DOS BANDEIRANTES;353440 Osasco;0;0;1;3;4;2;6;4;4;7;5;6;11;17;31;28;34;50;44;54;35;30;23;15;16;12;10;4;5;7;2;4;1;3;1;4;2;1;1;0;4;4;3;3;1;2;2;2;1;0;3;2;514
9;Marília;XIX;MARÍLIA;35093;MARÍLIA;353450 Oscar Bressane;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;1;6;1;1;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16
9;Marília;XIX;MARÍLIA;35091;ADAMANTINA ;353460 Osvaldo Cruz;0;0;2;0;0;0;1;3;2;2;8;15;27;39;68;53;30;42;86;161;126;104;75;65;32;45;15;19;9;6;3;6;4;2;3;0;2;2;1;3;0;6;1;6;3;11;10;16;17;13;18;12;1174
9;Marília;XIII;ASSIS;35094;OURINHOS;353470 Ourinhos;0;0;0;1;1;2;3;6;3;0;3;8;12;12;7;9;14;12;22;18;22;14;14;6;1;3;6;5;0;0;2;0;1;0;1;1;1;1;2;1;0;1;1;1;1;1;3;7;3;5;1;2;240
15;São José do Rio Preto;XXX;JALES;35154;FERNANDÓPOLIS;353475 Ouroeste;0;0;0;0;1;0;0;0;2;4;8;8;6;14;9;8;25;33;28;39;28;19;30;21;10;12;0;10;5;3;2;1;0;0;0;0;0;1;0;2;0;2;0;1;1;0;1;3;3;2;4;1;347
11;Presidente Prudente;XXII;PRESIDENTE VENCESLAU;35111;ALTA PAULISTA;353480 Ouro Verde;0;0;0;0;0;0;0;2;0;0;1;1;0;0;2;3;4;7;17;14;8;6;14;8;6;10;4;11;7;6;6;7;3;1;1;1;0;0;0;0;1;2;0;0;0;1;0;0;1;1;1;1;158
9;Marília;XIX;MARÍLIA;35091;ADAMANTINA ;353490 Pacaembu;0;0;0;1;2;3;9;7;17;11;6;15;16;16;12;14;6;8;2;7;1;1;6;7;5;6;3;5;2;0;0;4;1;2;4;2;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;204
15;São José do Rio Preto;XXIX;SÃO JOSÉ DO RIO PRETO;35155;SÃO JOSÉ DO RIO PRETO;353500 Palestina;56;52;132;141;137;63;42;34;21;12;17;9;18;17;21;6;25;20;31;48;33;22;13;10;4;9;2;5;4;0;2;1;3;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;1;0;0;1015
15;São José do Rio Preto;XXIX;SÃO JOSÉ DO RIO PRETO;35151;CATANDUVA;353510 Palmares Paulista;0;0;0;1;1;0;0;4;4;1;0;1;6;4;12;17;24;11;18;15;16;13;14;10;14;15;5;2;2;0;1;0;0;0;1;4;2;1;1;5;0;3;4;1;0;1;1;1;2;8;10;3;259
15;São José do Rio Preto;XXX;JALES;35153;JALES;353520 Palmeira d'Oeste;2;2;1;2;0;5;3;0;6;2;1;8;6;3;10;9;4;9;11;2;7;7;1;6;9;4;2;3;1;0;1;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;131
9;Marília;XIII;ASSIS;35092;ASSIS;353530 Palmital;0;2;0;0;0;0;0;0;0;0;0;4;0;0;2;4;1;6;5;3;6;1;2;3;0;1;0;0;0;0;0;0;0;2;0;2;0;3;2;0;0;2;0;1;1;0;0;2;0;1;2;4;62
11;Presidente Prudente;XXII;PRESIDENTE VENCESLAU;35111;ALTA PAULISTA;353540 Panorama;4;9;12;10;22;31;35;20;6;10;10;15;20;21;21;26;19;19;34;42;36;17;31;26;21;13;11;7;11;3;1;1;2;0;1;4;1;2;1;2;1;1;1;0;0;0;1;0;2;1;1;1;586
9;Marília;XIII;ASSIS;35092;ASSIS;353550 Paraguaçu Paulista;0;0;6;25;33;120;93;105;118;108;122;126;132;179;100;60;47;34;29;27;25;24;11;6;4;9;3;4;6;4;2;1;1;0;2;2;0;1;0;0;0;0;1;0;1;0;0;0;0;0;1;1;1573
17;Taubaté;XXVII;SÃO JOSÉ DOS CAMPOS;35171;ALTO VALE DO PARAÍBA;353560 Paraibuna;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
15;São José do Rio Preto;XXIX;SÃO JOSÉ DO RIO PRETO;35151;CATANDUVA;353570 Paraíso;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;1;2;1;1;0;1;0;2;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;15
6;Bauru;XVI;BOTUCATU;35061;VALE DO JURUMIRIM;353580 Paranapanema;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;São José do Rio Preto;XXX;JALES;35153;JALES;353590 Paranapuã;0;0;0;0;2;0;0;0;1;0;0;2;2;4;9;5;9;8;6;10;14;0;9;7;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;99
9;Marília;XIX;MARÍLIA;35095;TUPÃ;353600 Parapuã;0;1;0;0;0;1;0;0;0;0;4;5;7;15;10;7;10;18;22;13;22;16;17;9;14;11;11;4;5;2;3;2;2;1;3;0;2;1;0;1;1;0;0;1;0;1;2;4;1;11;14;24;298
6;Bauru;XVI;BOTUCATU;35063;POLO CUESTA;353610 Pardinho;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
12;Registro;XXIII;REGISTRO;35121;VALE DO RIBEIRA;353620 Pariquera-Açu;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7
15;São José do Rio Preto;XXIX;SÃO JOSÉ DO RIO PRETO;35157;VOTUPORANGA;353625 Parisi;0;0;0;0;0;0;2;0;1;1;1;1;3;1;0;1;1;4;5;5;6;6;7;1;8;1;1;0;2;1;1;1;1;0;3;0;0;1;0;0;0;0;1;0;0;5;2;7;10;9;7;12;119
8;Franca;XVIII;FRANCA;35081;TRÊS COLINAS;353630 Patrocínio Paulista;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4
11;Presidente Prudente;XXII;PRESIDENTE VENCESLAU;35111;ALTA PAULISTA;353640 Paulicéia;0;0;0;5;2;1;4;3;1;5;11;10;2;6;7;12;8;9;5;13;4;4;6;7;4;3;1;4;0;1;1;1;1;0;0;1;0;0;0;1;1;0;0;0;0;1;0;1;3;2;5;4;160
7;Campinas;XVII;CAMPINAS;35072;REG METRO CAMPINAS;353650 Paulínia;1;0;0;0;2;0;0;1;1;5;15;16;34;71;88;76;84;114;87;92;59;29;25;26;20;21;12;9;4;5;4;1;3;1;1;2;2;1;0;1;1;0;1;2;0;0;0;0;2;0;1;3;923
6;Bauru;XV;BAURU;35062;BAURU;353657 Paulistânia;0;0;0;0;0;0;0;0;0;0;1;0;2;2;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8
15;São José do Rio Preto;XXIX;SÃO JOSÉ DO RIO PRETO;35155;SÃO JOSÉ DO RIO PRETO;353660 Paulo de Faria;0;0;0;2;6;12;22;36;27;26;41;45;60;68;96;60;35;28;45;27;18;8;11;10;1;4;1;0;0;0;1;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;694
6;Bauru;XV;BAURU;35062;BAURU;353670 Pederneiras;1;0;2;7;14;10;14;13;12;16;32;47;69;70;75;99;110;89;100;101;67;58;39;25;24;13;7;12;4;5;1;3;2;2;5;3;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1154
7;Campinas;XVII;CAMPINAS;35071;BRAGANÇA;353680 Pedra Bela;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;São José do Rio Preto;XXX;JALES;35154;FERNANDÓPOLIS;353690 Pedranópolis;0;0;0;0;0;1;0;1;0;2;1;1;4;2;0;3;1;0;1;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20
8;Franca;XVIII;FRANCA;35081;TRÊS COLINAS;353700 Pedregulho;0;4;4;1;4;4;9;12;2;7;1;1;4;2;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58
7;Campinas;XVII;CAMPINAS;35072;REG METRO CAMPINAS;353710 Pedreira;1;0;1;8;13;32;44;51;83;90;166;179;261;212;202;190;174;102;126;95;91;49;5;3;4;2;1;1;1;1;1;1;0;0;0;1;2;0;3;0;0;0;1;0;3;0;0;1;0;0;0;0;2201
9;Marília;XIII;ASSIS;35092;ASSIS;353715 Pedrinhas Paulista;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7
12;Registro;XXIII;REGISTRO;35121;VALE DO RIBEIRA;353720 Pedro de Toledo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8
2;Araçatuba;XI;ARAÇATUBA;35023;CONSÓRCIOS DO DRS II;353730 Penápolis;1;1;1;2;2;9;9;15;15;33;67;94;165;174;199;205;214;136;176;183;132;82;83;73;46;29;12;14;1;2;1;0;0;0;0;0;1;0;0;0;0;1;1;0;1;4;2;2;1;1;3;2;2195
2;Araçatuba;XI;ARAÇATUBA;35022;LAGOS DO DRS II;353740 Pereira Barreto;31;38;43;78;110;71;65;72;18;13;10;13;12;13;7;8;6;2;3;4;5;3;2;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;634
6;Bauru;XVI;BOTUCATU;35063;POLO CUESTA;353750 Pereiras;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4;Baixada Santista;XXV;SANTOS;35041;BAIXADA SANTISTA;353760 Peruíbe;0;0;0;0;0;0;1;0;2;0;0;0;1;1;2;3;4;16;16;6;4;1;1;4;3;18;1;3;1;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;1;2;0;0;96
